Subject,Content
문화/관광/체육/디자인,"안녕하세요저는 동대문구 OO로 이사온 사람입니다.현재 6/7 이사와서 잠은 안방에서 자지 못하고 있는 상황으로..너무 불편하여 민원 드립니다.OO OO동 아파트 길 건너편에 OO하고 OO이 위아래로 딱 보이는 상황인데.. 이 상업시설이 조명이 문제입니다.티비에서만 나오는 넘의 일인줄로만 알았는데 제가 이사와서 이렇게 당할줄이야..정말 황당하네요.. 주택단지사이에서 저렇게 밤새도록 사람을 괴롭히게 조명을 환히 밝히는게 맞는건지.. 알수가 없네요..정말..밤인데도 불을 밝히지 않아도 저희집은 앞의 상업시설로 그냥 돌아다닐수 있을정도로 환합니다. 그전에 살던곳은 밤이면 어두워서 잘 돌아다니기 힘들었는데 말이죠.. 근데 동대문구에 이사오니 왠 주택단지사이에 저리 불은 크게 밝히고 밤을 지내는지 알수가 없습니다. 너무 화가나서 말이 두서없이 나가네요..일단 OO은 12시 되도록 운영 하는지 간판불은 물론이고 안의 노란 조명불빛이 저희 창문을 뚫을것처럼 환이 오밤중까지 비추며 운영을 하고 있고,,간판불은 밤새도록 그야말로 밤새도록 켜두고 있고,,OO 간판불은 대문짝만해서 밤새도록 그야말로 밤새도록 켜두고 있어 저희 집을 향해 조명빛을 싸대고 있습니다.도대체 우리나라 전기는 남아도는 나라인가요? 왜 대체 밤새도록 주택단지앞에서 간판불을 켜두도록 두는건지 모르곘네요.. OO구 전기가 남아도는건지.. 우리나라 전기가 남아도는건지.. 대체 동네 장사하면서 누구한테 밤새도록 홍보를 하겠다고 밤새도록 주변 시민들 밤잠 방해하면서 장사하는게 올바른건가요?본아파트단지앞 상업시설의 조명비추는 시간을 제안해주시도록 건의드립니다.아파트 부지를 허락했으면 그에 맞는 주변시설의 재정비는 당연히 수반되어야 한다고 생각하구요.개인의장사를 위하여 밤새도록 간판불을 켜두는건 정말 국가적으로도 손해이고,,한두명 불편을 초래하는것도 아니고 다수의 불편을 초래하는건 아니라고 생각합니다.최대한 빠른 시일내로 조정 부탁드립니다.감사합니다."
환경/공원/상수도,도로변 특히 사람들이 많이다니는 시내에 쓰레기통 설치가 시급해요항상 느끼는거지만 외국을가면 길에 휴지통들이 곳곳에 구비되어있어 바닥에 버릴일이 넚는데여 우리나라는 하루종일 쓰레기통찾다 지쳐 길바닥에 버릴수밨에 없더라구요특히 명동 홍대 강남역... 외국사람들도 많은데 바닥에 꽁초랑 휴지때문에 부끄러울정도죠.... 명동에서 길거리음식을먹으면 도통 버릴데둥없구 흡연 구역두없어 꽁초들이 후미진곳에 널려있씁니다..우리나라 굉장히 깨끗해졌지만 매번느끼는생각 휴지통 시급합니다
건강/식품위생,안녕하세요. 얼마전 세운상가 서울옥상을 다녀왔습니다.리모델링을 통해 재탄생한 옥상공간은 무척 만족스러웠으나 바퀴벌레가 너무 많더라고요. 바퀴벌레가 여기저기 기어다녀서 벤치에 오래 앉아 있을수도 없고 금방 내려올 수 밖에 없었습니다.시민들이 자주 찾는 공간이 되기 위해 방역 같은 세세한 부분에도 신경써주셨으면 좋겠습니다. 전체적으로 건물 다른 곳이나 주변에도 바퀴벌레가 굉장히 많은 것 같았습니다. 방역을 통해 바퀴벌레가 사라진다면 자주자주 방문하고 싶은 공간이었습니다. 방역작업 시행해주시면 좋겠습니다. 감사합니다!
환경/공원/상수도,정릉천에서 사고가 나서 그런지 2주째 정릉천이 폐쇠되어 있네요 언제쯤 다시 개방되는지 궁금합니다.
교통,"수고 많으십니다.저는 도봉구 OO동에 거주하며, 출퇴근을 위해 매일 4호선 수유역 지하철을 이용하는 시민입니다.저를 비롯하여 많은 시민분들(수유역 인근 강북구 수유동~번동/도봉구 창2~3동/노원구 월계동 등)께서 강북구 수유역을 이용하기 위해 버스환승을 많이 이용합니다.그런데 버스중앙차로 중심에 있는 수유역 버스정류장에 버스정보안내단말기(정류장번호:09248 수유역.노스페이스문화센터/ 09272 수유역.강북구청) 미설치되어, 다른역들에 비해 불편하다고 오랫동안 생각하다 제안 올립니다.여러가지 사정은 있겠지만 수유역을 이용하는 많은 인근지역 시민들이 버스정보안내단말기 이용률/활용도가 높을 것이라 예상되는바 수유역버스정류장에 버스정보안내단말기 우선적설치가 필요하다고 생각됩니다.서울시를 위해 애쓰는 많은 분들께 감사드립니다. 수고하십시요."
환경/공원/상수도,수고하십니다.난지캠프장을 자주 이용하는 시민입니다. 주로 주말을 이용해 자가용이나 버스를 이용하는데 ..문제는 주차후 출차시에 시간이 너무 오래걸린다는 것입니다.일반 대형마트를 가도 이정도는 아닙니다.첫째~주차요금 계산시 요금이 카드로만결제되는 시스템인데 계산기가 10명중 8명은 차에서 내려야하는 위치입니다.둘째~계산이 느리다는 것입니다.동네 카드요금 주차장도 이정도는 아닙니다 10초도 걸리지 않습니다.여기 계산기는 1분에서 10분도 걸린다는것입니다.카드사용이 미숙한분들은 관리인이 올때까지 오도가도 못하고 서있고 뒤로는 수많은 차들 밀려있는상태가 됩니다.앞에 대기차량이 10대만 있어도기본 30분이 걸리고 여파로 1시간도 걸린다는 것입니다.시내 버스도 똑같이 서있는거 생각해 보세요.버스도 밀려서 두대 세대 서있고..참나..자유로가 밀려있어서 출차가 지연되면 이해라도 되는데 추차요금기계가 문제이라는게 어이가 없습니다..관리하시는분이 어렵사리 오셔서 카드받아 대신 결제를 해주면 조금이나마 차량이 움직이고 빠집니다.그런데 관리인이 결제를 도와줘도 조금 빠를뿐 느리기는 마찬가지라는 겁니다.매번 이런식인데 참고 기다려야 하는건가요?기계를 바꿔주시든.. 미리결제하고 나가는 시스템을 설치를 해 주시던지..출구를 더 만들어 주시던지..카드없어 당황하면 후불로 지로로 청구하던지..관리인이 미리 상주해 계시던지(이건 절대 추천하지 않습니다 하지 마세요)..방법을 찾아주세요..담당자는 분명 알고 있는 내용이라생각됩니다.전 기계를 최첨단으로 바꿔주시고 미리결제하고 출차하는 방법을 추천합니다..답변 부탁드립니다.서울시 화이팅하세요 ..
환경/공원/상수도,ooo번지입니다문앞에 쓰레기를 안 가져 갑니다다산에도 말했고 수거업체에도 말했으나 수거나 정기적으로 이루어지지않고 건너뛸때가 많습니다빠짐없이 수거해주세요
환경/공원/상수도,저는 노원구 OO로 OO아파트 입주민입니다.지금 거의 1주일 이상 종량제 생활쓰레기를 수거해 가고 있지 않아악취 및 파리가 들끓고 있어 생활의 불편이 많습니다.왜 수거를 안해가고 있으신지 그리고 언제쯤 수거해 갈 계획이신지빠른 답변 바랍니다.
환경/공원/상수도,"안녕하세요광나루 한강공원에 조성되어 있는 산책로에 야생 진드기가 너무 많아 이용에 어려움이 있습니다.반려견 동반하여 산책을 하였는데 몸에 붙은 진드기가 수십마리 였으며,그 뿐만이 아니라 사람 몸에도 다섯마리 정도 붙어 있었습니다.몸에 붙어있는게 이정도면 옷에 붙게 되는 진드기도 다수라고 보여집니다.어린아이나 노약자들에게도 위험한 일 아닌가 싶어서 민원 넣습니다."
건강/식품위생,OO중에서 OO중가는 길목 주변 골목들 대부분에서 바퀴 벌레들이 수없이 득실거리네요. 밤에 집주변 골목길을 걸어가는데 너무 불쾌하고 소름끼칠정도입니다.어제만해도 골목길코너 골목길 한복판 집들 대문앞 등등 여러곳에서 7마리 넘게 발견했습니다.하수구같은곳에서 슬금슬금 기어나오는것 같은데 처리좀 부탁드리겠습니다.
주택/도시계획/부동산,"옆집 재건축으로 인해 저희 집하고 뒷집 담벼락이 다 붕괴되었습니다.시공하는 소장이 각서까지 쓰고 해주겠다고 하고는 말한대로 해주지는 않고회사대표(이사) 그 분이 오시더니 법대로하라고하고, 각서 대로 안하겠다 그런 뜻인가봐요. 답벼락도 벽돌로 안하고 자기네 쓰고 싶은 재료로 막 쌓아 올리고지금 답벼락이 붕괴된지도 40일이 지났는데 그대로 입니다. 재건축하는 집은 잘도 올라가는 저희 집 담벼락은 그대로 입니다. 법은 두 집 문제이니까 알아서 두집이 알아서 하시오. 이런뜻인가 봅니다. 저희 같은 일반 사람은 소송하면 소송비용 그리고 몇달 걸리지도 모르고 힘 없는 사람은 이렇게 기다려야 되나 봅니다.기디라다 그 재건축 집은 다 짓고 시공사도 떠나고 하면 또 어떻게 진행해야 되는지?피하자 집을 원상복구하고 그 다음 시공을 시작하게 해야 되는것 아닙니까?어떻게 원상복구도 안하고 보상처리도 안됐는데 재건축 집은 날로 쑥쑥 올라 갑니까?원상복구구 안되면 그 시공도 손 못대게 해야 되는것 아닙니까? 그래야 법이 무서운줄 알것 아닙니까?그리고 토일도 계속 시공하고 소음도 심하고 마음도 지쳐가고 저희는 만신창이가 되가고 있습니다.도움을 청 합니다."
교통,오늘 저녁 성동 10번 마을 버스 이용 중 해당 정류장에 내리려고 정류장에 도착하기 전 일어나서 벨 눌렀는데 기사 분이 왜 이렇게 늦게 눌렀냐며 말씀하시더라고요 그런데 정류장에 도착하기 전에 벨을 눌렀는데 그게 늦은 건가요?제가 몸이 건강해서 움직이는 마을버스 안에서 그 정도 스피드로 누른거지 아픈 사람이었으면 정류장에 서지도 못하고 그냥 갈 뻔 했습니다기사님이 OOO 정류장 가시려고 유턴 받을려고 했나본데 그래도 그 전 정류장은 거쳐서 가야 하는 거 아닌가요 자기가 유턴 하려고 전 정류장 도착하기도 전에 이차선으로 들어간게 잘못아닌가요 ? 왜 승객한테 한마디 하는거죠??사과를 바라고 민원 넣는건 아닙니다 이 일로 인해 거동이 불편하시거나 몸이 아프신분들이 해당 정류장(화양사거리) 에 내리지 못할까봐 2차 피해를 막으려고 건의합니다
환경/공원/상수도,"(글 등록 확인이 안되어 다시 작성합니다)봄이 되고 날이 풀리면서 퇴근후 청계천을 걷고있는 서울시민입니다.저는 작년봄부터 날씨만 좋으면 언제든 동대문에서 시청역까지 제 걸음걸이 기준 도보 약 40여분이 걸리는 거리를 청계천 바로 옆길로 걷곤 하는데요, 요즘들어 하수구 같은 썩은 냄새와 개천 내 이물질들이 무척이나 많이 늘어난 걸 발견하고 경악을 했습니다..오늘만해도 밑에서 조금 걷다가 윗 도로길로 올라올 수 밖에 없을 정도로 악취가 심했어요..저뿐만이 아니라 기온이 올라가면서 산책하는 시민들이 점점 늘어나고 있는데, 불편한건 물론이고 관광객들에게도 제가 괜히 부끄러워 질 정도입니다..수질 관리에 하루라도 빨리 힘써주셔서 다시 사람들이 즐겁게 산책하고 아이들도 맘 놓고 발 담글 수 있는 깨끗한 청계천 만들어 주세요^^감사합니다!"
기획/감사/교육/정보화/마을공동체,"프로그램을 신청하려면무조건 방문접수만가능하더라고요요즘은 인터넷으로신청하는게 보편화되어있는데시민에게 신청할 수있는 방법을 확대해서편의성을 제공해주면좋겠습니다.인터넷, 유선, 방문 등접근이 용이하도록개선 바랍니다"
교통,"정말 너무 힘듭니다.출근부터 지하철에서 진을 다 빼고나면 하루시작부터 너무 지친 것도 모자라 퇴근할때 그 지옥을 또 겪어야하니~퇴근조차도 즐겁지않습니다.6량짜리 열차가 생긴다고 해서 그나마 나을까 했지만 출근시간조차도 거의 보기 힘들고 밀고 타는 사람때문에 승차가 더뎌져 앞차와의 간격문제로 중간정차도 잦습니다.이래저래 예민하다보니 열차안 싸움도 자주 보게됩니다.신체접촉이 많으니 그럴 수 밖에요~아이라도 데리고 타면 더욱더 위험합니다.도대체 언제까지 참아얄지, 정말 이사를 가야하는건지 ...6량 열차는 잠시 생색내기에 불과했습니다.더 빠른 해결은 정말 안되는겁니까???"
여성/보육/아동 청소년,"저는 중랑구에 살고 있는 청년입니다.그런데 제가 제기할 민원은 중랑구에 한정된 민원은 아닙니다.여성안심귀가서비스 일을 하시는 노동자들께서 겪는 현실적 어려움이 있습니다. 반드시 개선해야 할 사항이라 생각되었어요. 그리고 아주 시급한데요.첫 번째로는 여성안심귀가 서비스를 제공하는 노동자들이 중랑구는 현재 여성들로만 이루어져 있습니다. 이분들이 정작 자신들이 일 끝나고 귀가하실 때에 대단히 위험하다는 사실입니다. 더군다나 새벽 한 시에 일이 끝나면 술에 취한 주민들이 많은데요. 시비를 거는 등 일하시면서도, 일 끝나서도 모욕을 당하시기도 합니다. 거기에 공포를 느끼기도 하구요.저는 이에 대해서 몇 가지 대책이 필요하다고 생각합니다.1. 개인 호신용 도구 지급(ex 테이저건, 가스총)2. 비상 시 상황실 전송용 원스톱 버튼3. 위치서비스 기기 제공4. 경찰 연계어떤 분은 개인적으로 가스총을 구매하여 지니고 다닌다고 하셨어요. 그분들이 스스로를 지킬 도구가 전혀 없는 상황입니다. 갖고 있는 것은 오직 호루라기던데요. 새벽 한 시에 아무도 없는 거리에서 위기상황 발생 시 호루라기를 분다고 상황이 나아지리라 생각되진 않습니다.상황실 전송용 원스톱 버튼은 버튼만 눌러도 상황실에 비상 상황임을 전송하는 버튼을 의미합니다. 꼭 제가 말씀드린 게 아니더라도 이러한 방식의 위기 상황을 알리는 도구가 필요하다는 것입니다.위기 상황임을 알았다면 도우러 출동을 해야 합니다. 그럴 때를 위하여 위치를 알려주는 기기를 제공하여 바로 출동할 수 있게 조치하는 것입니다.마지막으로 경찰과 연계하여 상황 발생 시 전문적 대처를 해야 합니다.첫 번째 민원 제기는 이러하구요. 두 번째는 다음과 같습니다.두 번째로는 우천 시에 사용할 용품을 지급하는 것입니다.제가 거주하는 상봉역에서 여성안심귀가서비스를 제공하시는 노동자들이 비올 때 어떻게 하시는지 본 적 있습니다. 두 분이서 개인적으로 가져온 우산을 쓰고 다니시더라구요. 한손엔 경광봉을 다른 한 손엔 우산을 들고 계시던데요. 우천 시 대비가 너무나 취약하다 못해 전무한 수준이었습니다.대한민국이 노동을 대하는 수준이 이정도였나, 경악했어요. 투명한 우비나 혹은 방수 기능이 있는 모자, 조끼 등을 지급하여 비가 올 때에도 안전하게 근무하실 수 있게 지자체에서 신경써야 하는 것 아닌가요? 여성안심귀가서비스 노동자가 사용할 수 있는 우비를 제작하고 제공하여 우천 시에도 원활하게 일할 수 있게 해야 합니다. 질 낮은 싸구려 우비가 아니라, 앞으로 계속 쓸 수 있는 성능 좋은 우비가 필요합니다. 그 외에 우천 시에 대비할 용품을 생각하셔서 제공하는 것도 좋습니다.봄이 가고 여름이 오면 장마철이 되고 비가 많이 올 텐데 시급하게 준비하여 제공해야 합니다. 또한 앞서 언급한 서비스 제공 노동자들 자신의 안전 자체가 위협받고 있기에 이에 대한 철저한 대비도 필요합니다. 여성가족부와 지자체가 협력하여 실시하는 이러한 사업에 대해 지원이 미비하고 부족하면 시정에 대한 신뢰도는 매우 추락할 것입니다. 여성안전이 사회적으로 크나큰 화두이고, 수많은 눈이 바라볼 텐데 걱정이네요. 하루빨리, 일하시는 분들을 위해 잘 처리해주시길 바랍니다."
